Id,Prediction
174,4221341.874615384
175,2636848.076923077
176,6144967.506923077
177,5919761.5953846155
178,4196463.741538461
179,3395953.6292307694
180,4737628.499230769
181,4317902.80076923
182,5245462.171538462
183,3725555.3553846152
184,4647333.5
185,3526856.716923077
186,3929225.3146153847
187,5818649.5
188,5069890.895384615
189,4566366.376153846
190,4018808.263076923
191,4847640.7
192,6135692.153846154
193,7262699.82
194,4469649.407692308
195,9906050.323846154
196,3347858.0284615383
197,2224855.9153846153
198,3605744.593076923
199,4206167.21
200,3874135.4192307694
201,3771724.5715384614
202,4975404.0169230765
203,4830150.8438461535
204,4763644.944615385
205,5357110.413846154
206,4647751.1561538465
207,4541492.729230769
208,5625635.816923077
209,3888207.3346153847
210,4897852.3084615385
211,5080507.066923077
212,3377622.9323076922
213,3231694.02
214,5285962.545384616
215,2342198.2261538464
216,5138039.706153846
217,4967845.929230769
218,4559183.890769231
219,3487100.2346153846
220,4938987.771538462
221,4732088.5169230765
222,4548207.188461538
223,4095076.5438461537
224,4159421.9446153846
225,3632748.8023076924
226,2793830.5269230767
227,7537736.948461538
228,3213578.207692308
229,6650258.8853846155
230,4285732.604615385
231,5121600.937692308
232,7876945.087692307
233,3868430.166923077
234,3355107.4392307694
235,5057477.098461539
236,4659829.045384616
237,3679623.9184615384
238,3783699.9515384617
239,3519600.6984615386
240,4384270.546923077
241,4013244.1807692307
242,3623176.7546153846
243,5361756.283846154
244,5432431.412307693
245,4950825.676153846
246,3906025.255384615
247,4983422.678461539
248,4610939.548461539
249,4092302.1515384614
250,2999200.7092307694
251,4877342.828461538
252,5463261.129230769
253,4428682.277692308
254,4614922.997692307
255,3637700.8015384614
256,4097392.173846154
257,5294011.186923077
258,3807338.150769231
259,3815021.3961538463
260,4358771.686923077
261,7465977.8453846155
262,5768024.184615385
263,4584080.620769231
264,2092171.3792307691
265,4723560.103846154
266,4153264.8553846152
267,6339313.726923077
268,5454678.984615385
269,4214993.44
270,3471726.6146153845
271,2497369.469230769
272,4646761.353846154
273,4895831.896153846
274,4248090.996153846
275,5345952.126153846
276,7898771.776923077
277,6248168.291538461
278,5149957.202307693
279,3856603.6123076924
280,4348932.778461538
281,4508868.966153846
282,3145852.5207692306
283,4357508.144615385
284,4870695.072307692
285,2544320.5515384614
286,4866914.951538461
287,3521044.9815384615
288,3830312.5638461537
289,3492144.747692308
290,3554456.923076923
291,5082028.14
292,3277798.9730769233
293,5927192.141538462
294,3637311.6492307694
295,7224613.784615384
296,4956830.502307693
297,4853188.893846154
298,5532284.870769231
299,4783935.603076923
300,4100741.5884615383
301,5706600.003076923
302,5329998.58
303,6259068.134615385
304,3883310.45
305,5020400.797692307
306,4567575.133076923
307,4977000.566923077
308,2270682.2430769233
309,4370575.737692308
310,4431837.082307693
311,4072329.4730769233
312,2965195.79
313,5023043.749230769
314,3013082.320769231
315,3408355.7207692307
316,2253353.1315384614
317,4293386.318461538
318,5196148.33
319,3505103.1292307694
320,3569746.2946153847
321,3734380.0246153846
322,4348308.647692308
323,7673884.597692308
324,4164839.223846154
325,3817143.586923077
326,4558379.198461538
327,4471715.777692308
328,4674285.464615385
329,5328068.643076923
330,7122297.706923077
331,5032374.492307693
332,4481743.563076923
333,7674902.256153846
334,6236167.500769231
335,4633440.456153846
336,3362661.426153846
337,5174460.813076923
338,4504506.394615385
339,3304625.826923077
340,5310610.1353846155
341,4577371.82923077
342,5174177.812307692
343,5072516.253076923
344,4211292.467692308
345,4391826.686153846
346,3531825.836923077
347,5099904.299230769
348,2661762.3423076924
349,5482903.613846154
350,4394578.201538461
351,5393766.15923077
352,5261282.951538461
353,3091432.4784615384
354,3923753.356923077
355,4700905.046153846
356,6254596.884615385
357,4128224.8176923078
358,5312290.2876923075
359,4475640.346923077
360,5496814.67076923
361,4082306.843846154
362,3787859.292307692
363,4633056.604615385
364,9915433.34923077
365,4012061.579230769
366,2456850.6461538463
367,3866395.7623076923
368,3731376.0553846154
369,4205219.280769231
370,4472830.198461538
371,4958491.303846153
372,4352947.393076923
373,5182887.92
374,3260889.3415384614
375,5197625.063846154
376,4114174.3338461537
377,4003186.4992307695
378,5140992.867692308
379,4886234.549230769
380,5656189.27
381,4154284.8507692306
382,3519650.486153846
383,5989143.806153846
384,3936941.213076923
385,5528508.6
386,3387862.706923077
387,4504407.503846154
388,4674073.757692307
389,4529480.583076923
390,4982602.05076923
391,3297332.3946153848
392,3686721.65
393,5615820.88
394,5694560.382307692
395,2811655.247692308
396,4950829.466153846
397,5134429.387692308
398,5263643.528461538
399,5467664.944615385
400,3534311.7576923077
401,3827425.4753846154
402,3139604.4084615386
403,4345260.312307692
404,3696627.610769231
405,4114797.866923077
406,4443726.358461538
407,4415266.020769231
408,2274553.0415384616
409,4293471.1561538465
410,3463822.1576923076
411,3802425.38
412,4559447.687692308
413,4769234.541538461
414,6007294.743076923
415,3803405.9153846153
416,5365913.350769231
417,3055189.7123076925
418,4385920.503846154
419,3452521.204615385
420,5026896.835384616
421,4640657.908461538
422,4257809.923846154
423,4377642.258461539
424,4519273.833076923
425,5196072.515384615
426,4266242.632307692
427,3455103.3846153845
428,5685208.44923077
429,3876370.8792307694
430,3815123.590769231
431,4189531.079230769
432,2754773.4553846153
433,3892249.976923077
434,3207494.92
435,5166593.678461539
436,4190334.0284615383
437,3409428.6607692307
438,2797745.4584615384
439,6439723.257692307
440,4851232.754615384
441,5171436.356153846
442,4119896.974615385
443,5019408.882307692
444,6313685.503846154
445,8333735.623846154
446,6813647.715384616
447,4993000.417692307
448,4747650.378461539
449,11572212.798461538
450,4572389.64
451,3964149.9392307694
452,3673521.5469230767
453,5471424.034615384
454,4539053.423076923
455,4627545.664615384
456,2984884.662307692
457,4231911.753846154
458,4756247.77
459,3257810.693846154
460,5345551.566923077
461,4548859.29
462,5446873.416153846
463,3053081.153076923
464,4793734.242307693
465,3527181.5415384616
466,4687761.228461538
467,3790376.9923076923
468,4634375.49
469,3392385.2030769233
470,4565957.008461539
471,5262058.283076923
472,4143924.2007692307
473,4915452.544615384
474,4467393.538461538
475,4072861.1915384615
476,3826455.17
477,6312677.041538461
478,4408969.655384615
479,4831397.069230769
480,3434423.7938461537
481,10872152.343846153
482,3407729.6553846155
483,5154825.958461539
484,4883106.321538461
485,3086904.093076923
486,4738906.872307693
487,7181205.5169230765
488,5506825.442307692
489,3961127.1253846153
490,4923972.685384615
491,3440970.72
492,5087418.666923077
493,4751735.653846154
494,4825343.675384616
495,4145788.8553846152
496,4979496.645384615
497,3021970.4961538464
498,3826562.536923077
499,4391453.892307692
500,4667960.5376923075
501,3101071.1753846155
502,4153458.4076923076
503,5203725.647692308
504,3951703.6638461538
505,4136701.6046153847
506,4018861.2676923075
507,4765699.5938461535
508,3728437.383076923
509,4541922.650769231
510,6058471.52
511,4867180.321538461
512,2111222.857692308
513,5106824.020769231
514,3843828.9315384617
515,2907905.502307692
516,2260239.6315384614
517,4662676.7876923075
518,4159143.2384615387
519,5460671.919230769
520,3943266.329230769
521,5347472.95
522,6635934.703076923
523,5713403.416923077
524,4322736.033076923
525,4789394.1723076925
526,6609719.283076923
527,5909415.533846154
528,6470986.626153846
529,4490346.973076923
530,3788825.3246153845
531,4091989.03
532,4353160.833076923
533,4465202.501538461
534,5878002.69923077
535,4623771.248461539
536,4189945.6146153845
537,3198559.886923077
538,3735393.2784615383
539,5902800.564615385
540,4509732.7315384615
541,3369267.2223076923
542,3664863.426923077
543,4833522.799230769
544,4746829.523846154
545,5274111.499230769
546,3094899.3984615384
547,3329190.756153846
548,3476130.5723076924
549,4707574.273076923
550,3983498.4923076923
551,4870676.695384615
552,3867229.079230769
553,4912327.129230769
554,4257005.383076923
555,4794621.243076923
556,3259564.523076923
557,5562056.118461538
558,5009733.3
559,4377999.423846154
560,4333709.596923077
561,6150483.362307692
562,2513411.2323076925
563,4656682.1915384615
564,3766967.9284615386
565,4737899.821538461
566,3035736.2576923077
567,6246307.5953846155
568,3920153.8753846153
569,3259685.1153846155
570,7153026.36923077
571,6324359.110769231
572,4533573.137692308
573,5406864.5169230765
574,4711656.16
575,4152974.9023076924
576,11462709.331538461
577,4270012.776153846
578,3563433.4761538464
579,3635295.26
580,3555186.73
581,4274088.17076923
582,5428705.465384616
583,3724486.6553846155
584,3368899.0884615383
585,4709202.155384615
586,3687543.846153846
587,3840573.255384615
588,5095248.573846154
589,4278353.263846153
590,3930546.6853846153
591,4585941.954615384
592,4203086.423076923
593,3023298.4823076925
594,4009213.133076923
595,3716561.2776923077
596,3340461.2092307694
597,3994159.4623076925
598,4284295.30076923
599,6063378.986153847
600,5088727.84
601,4947441.296923077
602,5906262.155384615
603,2150267.023076923
604,2829772.2815384613
605,3090227.406153846
606,3196793.6292307694
607,3928124.994615385
608,3130029.1746153845
609,5583155.585384616
610,5953299.133076923
611,2285639.9853846156
612,4881460.740769231
613,4582640.67076923
614,5960765.59
615,3664766.7384615387
616,4267372.92
617,5549009.036153846
618,6646978.143076923
619,4093348.045384615
620,4195090.928461539
621,8668829.513846153
622,6358172.954615384
623,5541677.92076923
624,2241124.626923077
625,5115869.297692307
626,4613976.2107692305
627,4626123.485384615
628,5136226.803076923
629,3520799.5976923076
630,5127429.63076923
631,6295797.126153846
632,6083276.316923077
633,4878406.90923077
634,2406919.3361538462
635,3549052.849230769
636,4889354.151538461
637,3870783.803846154
638,3982747.7284615384
639,4450836.814615385
640,4981388.506923077
641,5876061.165384616
642,3401199.8961538463
643,6061018.088461539
644,5707283.2330769235
645,3682748.679230769
646,5303601.77
647,3685266.136153846
648,3866766.2907692306
649,3186993.352307692
650,3226630.9023076924
651,4725897.063846154
652,5399064.756153846
653,5377374.246923077
654,3913959.022307692
655,4841564.502307693
656,3850893.039230769
657,5470949.261538462
658,5485049.775384615
659,4606222.421538462
660,4747663.393846154
661,5679056.797692307
662,5355600.571538461
663,4969883.987692308
664,3913858.7623076923
665,3265086.3453846155
666,6196909.612307692
667,3324102.093846154
668,4183833.3623076924
669,4246993.186923077
670,5071379.293076923
671,5670579.541538461
672,3617809.5069230767
673,4864233.755384616
674,4667574.533846154
675,3199034.1946153846
676,3899033.6292307694
677,3350584.613076923
678,4226127.896153846
679,5832404.3453846155
680,3784016.187692308
681,4414906.421538462
682,3450133.05
683,4683369.276923077
684,5204785.765384615
685,5436951.275384615
686,3515780.9730769233
687,2233067.536153846
688,5104946.158461538
689,4052120.4684615387
690,3883262.7
691,3568053.025384615
692,3334166.6238461537
693,3362791.9276923076
694,3523404.5776923075
695,3770690.7353846156
696,4143576.526153846
697,5856302.513846153
698,3934566.6723076925
699,3483866.0953846155
700,6582338.976923077
701,5260855.804615385
702,4412796.28
703,6086906.202307693
704,5849926.123076923
705,5813140.822307692
706,5537983.937692308
707,4022316.523076923
708,5134486.459230769
709,4115718.1184615386
710,5715893.697692308
711,5381794.965384616
712,4268018.617692308
713,4162953.4115384617
714,4918652.230769231
715,4130284.573846154
716,3713922.244615385
717,4686265.083846154
718,4902158.826923077
719,5739470.066153846
720,4216648.503076923
721,6376194.897692308
722,4833961.849230769
723,2810274.6346153845
724,4289072.09076923
725,3830952.703846154
726,3170855.97
727,4168007.266923077
728,3552277.17
729,3486912.8115384616
730,3846397.0384615385
731,4119534.730769231
732,3741378.530769231
733,11289109.882307691
734,4275832.807692308
735,4586593.054615385
736,3322418.333076923
737,3909870.7853846154
738,3091982.3476923076
739,4190339.8738461537
740,4535842.017692308
741,4651110.684615385
742,3708262.3876923076
743,5063044.451538461
744,4773143.610769231
745,4894376.516153846
746,3440513.164615385
747,4877788.58
748,5268235.698461538
749,3948747.8015384614
750,6595284.03
751,4270756.146923077
752,3820760.5615384616
753,2118998.662307692
754,3549726.4715384617
755,4207790.192307692
756,3881671.914615385
757,4581784.054615385
758,3801304.664615385
759,6018587.912307693
760,3430849.0684615383
761,4055568.01
762,3414999.690769231
763,2897742.0415384616
764,5640247.098461539
765,5152986.240769231
766,4579905.927692308
767,3702630.6784615386
768,4055866.460769231
769,4688549.905384615
770,3816367.953846154
771,4057381.1346153845
772,4890774.506153846
773,4045270.206923077
774,4545490.54
775,4353884.251538461
776,3504646.446153846
777,4337895.015384615
778,4463125.059230769
779,4069291.15
780,3543872.102307692
781,4489566.445384615
782,5163096.8646153845
783,3328139.2876923075
784,5240390.023846154
785,3682231.772307692
786,5293405.971538462
787,4924923.278461538
788,4879897.649230769
789,4576827.663076923
790,2385409.315384615
791,4613976.2107692305
792,3620538.6453846153
793,2756988.3276923075
794,3981127.7907692306
795,4929331.63076923
796,2595007.1753846155
797,3627516.3946153848
798,4226560.376153846
799,5790851.55076923
800,4980705.309230769
801,7557500.274615385
802,3446645.5892307693
803,4652126.553076923
804,4080617.7623076923
805,4007387.2092307694
806,4658544.666153846
807,4614577.963076923
808,3949070.5176923075
809,2199233.986923077
810,4761082.628461539
811,4694016.244615384
812,5528864.094615385
813,4094058.1607692307
814,2743644.9592307694
815,4307154.6146153845
816,4036946.2653846154
817,3240262.996923077
818,3902978.456923077
819,3054499.3615384614
820,3870619.3684615386
821,5190626.692307692
822,4518205.229230769
823,4126569.386153846
824,3879225.826923077
825,4812514.97
826,5354705.01076923
827,2761997.22
828,5712236.653076923
829,4011217.7823076923
830,5315401.80076923
831,4892806.886153846
832,7813145.791538461
833,4786786.514615385
834,5058342.765384615
835,3831710.0784615385
836,2303858.6984615386
837,4037742.0523076924
838,5116282.330769231
839,2271435.9138461538
840,4281233.546923077
841,3384009.636923077
842,6536872.905384615
843,4382331.069230769
844,5015596.351538462
845,5304448.323846154
846,4382692.984615385
847,4448682.022307692
848,3082239.190769231
849,3760674.1453846153
850,3456992.733076923
851,3434103.173076923
852,5483901.386923077
853,3110521.633076923
854,3132613.3761538463
855,3420466.0215384616
856,6022715.761538462
857,4090652.093076923
858,3586711.792307692
859,5245379.403846154
860,4445356.456153846
861,5528304.703076923
862,3899379.6823076922
863,3867010.913076923
864,5978995.440769231
865,9469284.307692308
866,3789603.739230769
867,2923791.8584615383
868,5037440.795384616
869,4706927.529230769
870,2337481.513076923
871,4716500.587692307
872,4896279.722307692
873,4068267.4523076923
874,4262971.612307692
875,3050136.1123076924
876,3657156.0784615385
877,4867180.321538461
878,3344035.530769231
879,4796686.237692308
880,3606835.3338461537
881,3872924.087692308
882,5885835.613076923
883,4936759.375384616
884,4873120.3069230765
885,4415602.974615385
886,3947298.9423076925
887,5596471.148461538
888,3208445.9153846153
889,5760383.322307692
890,3134090.3015384614
891,4730442.970769231
892,5127467.064615385
893,3631461.3553846152
894,5651417.252307693
895,4553510.697692308
896,4451609.048461539
897,4295692.621538461
898,4298703.574615384
899,6396773.116923077
900,3990842.4184615384
901,6776944.190769231
902,5253605.092307692
903,4619186.36923077
904,2734232.3584615383
905,4231060.074615384
906,3776442.454615385
907,4207447.749230769
908,4448672.303076923
909,3923244.4592307694
910,4835748.48
911,5532810.492307693
912,3943285.474615385
913,3698662.1815384617
914,4426915.793846154
915,6370761.9830769235
916,2023408.8276923078
917,6309138.4415384615
918,3722592.3761538463
919,4579019.765384615
920,4501030.976153846
921,3595638.053076923
922,5236645.874615384
923,4531065.853846154
924,5945393.176923077
925,6323813.694615385
926,4988954.870769231
927,3916200.406153846
928,7053469.203076923
929,4627959.013076923
930,3689766.6515384614
931,2665360.8876923076
932,4472263.376923077
933,5952242.295384616
934,4504272.063076923
935,3564680.860769231
936,2922972.4523076923
937,4445180.156923077
938,4126846.966153846
939,6127484.493076923
940,5936922.226153846
941,4398774.145384615
942,3509647.0146153844
943,5434378.026153846
944,8782610.887692308
945,2366008.5038461536
946,5890104.531538461
947,4139907.0484615383
948,4259428.434615385
949,3616188.642307692
950,6086632.511538462
951,4027524.872307692
952,3332510.565384615
953,4264090.912307693
954,5948734.89
955,4721393.01076923
956,4681558.843076923
957,8785488.59153846
958,5712843.389230769
959,4472253.368461538
960,4436977.5169230765
961,5253221.490769231
962,5240534.376923077
963,5152733.136153846
964,6536971.475384615
965,3256627.3476923076
966,5336806.213846154
967,5894955.706923077
968,2505075.086923077
969,2378422.5323076923
970,3629614.98
971,4113584.2384615387
972,3111874.437692308
973,3244308.9953846154
974,3781910.3753846153
975,3246295.9446153846
976,3023355.585384615
977,5043069.271538462
978,3703716.716153846
979,5735988.298461539
980,5065518.342307692
981,1969536.4453846153
982,3793357.736923077
983,4977239.4607692305
984,9928484.313846154
985,4093545.9253846155
986,3198506.2461538464
987,4524477.473846154
988,5837022.296153846
989,4145744.796153846
990,8132890.998461539
991,2426531.806923077
992,4748723.160769231
993,5714556.786923077
994,5061312.865384615
995,3063822.934615385
996,3881302.616923077
997,4754063.44
998,4288057.001538461
999,5470783.986153847
1000,5361840.187692308
1001,9494173.39076923
1002,4091702.823076923
1003,5790664.293076923
1004,5667050.2107692305
1005,4566545.811538462
1006,4923986.074615384
1007,4978171.30076923
1008,2853276.9
1009,3646669.0676923078
1010,4036900.8738461537
1011,4678497.403076923
1012,4257398.423076923
1013,4182713.7938461537
1014,5109059.0584615385
1015,4822761.286923077
1016,5602506.456153846
1017,4630775.27
1018,4387460.931538462
1019,4403067.748461539
1020,5511046.71
1021,4024204.6515384614
1022,4880688.690769231
1023,3213063.256153846
1024,4593410.948461538
1025,4494378.101538462
1026,4843385.688461538
1027,3883205.676923077
1028,4518052.389230769
1029,3719105.539230769
1030,6433192.326153846
1031,3798548.3707692306
1032,2583966.736923077
1033,4427146.185384615
1034,4344771.213076923
1035,3909750.627692308
1036,4901223.262307692
1037,4310848.286923077
1038,5101991.72
1039,5956726.323076923
1040,4304652.555384615
1041,3446869.3546153847
1042,2112395.519230769
1043,5447902.535384615
1044,4709686.680769231
1045,4873553.068461538
1046,4417025.543846154
1047,5839720.793076923
1048,4776288.703846154
1049,4179196.233076923
1050,5057901.98
1051,3640150.7092307694
1052,4144051.7223076923
1053,3335947.7084615384
1054,5930239.956153846
1055,2375962.0115384613
1056,5245707.2669230765
1057,6373223.400769231
1058,2838307.576923077
1059,4146964.25
1060,4734927.987692308
1061,4445494.8084615385
1062,4964322.511538462
1063,4921670.826153846
1064,4903733.871538461
1065,3749255.12
1066,5661275.553846153
1067,4675317.485384615
1068,5081577.853846154
1069,4446808.34076923
1070,3579474.829230769
1071,4200663.175384616
1072,4687624.3069230765
1073,6693716.563846154
1074,6707738.750769231
1075,3855739.5323076923
1076,4069726.6376923076
1077,3749787.4730769233
1078,3519530.3876923076
1079,5157366.742307693
1080,3703848.2430769233
1081,4226814.604615385
1082,3777423.6407692307
1083,5626011.552307692
1084,3837575.397692308
1085,2164924.670769231
1086,4754294.747692307
1087,4189632.7776923077
1088,4247149.958461539
1089,3689820.5276923077
1090,4790570.4607692305
1091,3711792.3615384614
1092,4351673.2684615385
1093,4114215.582307692
1094,4984083.451538461
1095,4429360.855384615
1096,2507982.0861538462
1097,4483790.314615385
1098,3351986.5746153845
1099,5380663.708461539
1100,4453466.82
1101,4702936.765384615
1102,4320486.263846153
1103,5294612.908461538
1104,4502702.290769231
1105,5169905.957692307
1106,4403822.445384615
1107,4746724.1338461535
1108,4391214.043076923
1109,4762069.07
1110,4563197.605384615
1111,6060450.311538462
1112,4123971.3707692306
1113,3286409.4115384617
1114,4144093.2938461537
1115,2610520.943846154
1116,3416727.1892307694
1117,6389041.304615385
1118,5766456.756923077
1119,3589989.063076923
1120,4309177.271538462
1121,2041891.2423076923
1122,4677334.284615384
1123,7824881.228461538
1124,3226392.29
1125,4748715.217692308
1126,5080871.665384616
1127,3564416.2507692305
1128,4310990.914615384
1129,4091022.86
1130,3991690.3676923076
1131,5954755.398461538
1132,4006127.7615384613
1133,3404603.906923077
1134,5224294.939230769
1135,2365735.5146153844
1136,4769227.373076923
1137,2842178.363076923
1138,4621702.2684615385
1139,5732685.246923077
1140,5637098.438461538
1141,4441902.576153846
1142,4781464.942307692
1143,3563355.1184615386
1144,2750051.8015384614
1145,4753019.651538461
1146,3675889.4907692308
1147,5755481.106153846
1148,3987068.7176923077
1149,8591862.065384615
1150,3693179.3192307693
1151,2092587.693076923
1152,4834142.216153846
1153,5338684.844615385
1154,4601698.1561538465
1155,3015857.7946153847
1156,3963509.9384615384
1157,4934277.541538461
1158,4907905.508461539
1159,3640296.5384615385
1160,5285990.776923077
1161,5004875.667692307
1162,5357212.561538462
1163,4062385.7592307692
1164,4628267.516153846
1165,4370880.6
1166,4675442.707692307
1167,5895827.926923077
1168,2682887.670769231
1169,4739465.778461538
1170,4371984.353846154
1171,3311877.046153846
1172,2214268.4884615387
1173,4651926.806153846
1174,3549726.4715384617
1175,4382370.799230769
1176,4394390.523846154
1177,4798928.936923077
1178,5014993.423076923
1179,5659577.392307692
1180,5599773.661538461
1181,4332330.261538462
1182,5967165.376923077
1183,3512977.5476923077
1184,2537572.4515384617
1185,3244437.293076923
1186,4569420.85
1187,3614462.9523076923
1188,7316162.256923077
1189,4411590.596153846
1190,4522420.84076923
1191,7393551.331538461
1192,3722205.3361538462
1193,3252394.013076923
1194,7108705.4815384615
1195,5057680.150769231
1196,4283530.651538461
1197,3338189.7453846154
1198,4118967.4853846156
1199,5568451.301538462
1200,10610073.396923076
1201,4303077.7
1202,3275464.7707692306
1203,4002367.7823076923
1204,3027010.239230769
1205,2794485.832307692
1206,3851266.85
1207,3900884.039230769
1208,5156579.195384615
1209,4674972.476153846
1210,3899763.033076923
1211,7137758.436153846
1212,3368236.6953846156
1213,5676923.223846154
1214,4841991.346153846
1215,3501832.1292307694
1216,4250071.574615384
1217,3411201.0469230767
1218,3482759.8346153847
1219,4731434.306153846
1220,4111142.68
1221,4876249.526153846
1222,4634151.4061538465
1223,5411908.223846154
1224,5215547.687692308
1225,5479310.853846154
1226,4169462.2346153846
1227,8196368.1561538465
1228,4335283.354615385
1229,4996496.392307692
1230,4897239.77
1231,5386766.15923077
1232,2558938.556153846
1233,5930485.973846154
1234,4513857.076153846
1235,3929494.036153846
1236,3737856.1084615383
1237,2247743.253076923
1238,4594607.3438461535
1239,4929935.0938461535
1240,3587500.48
1241,3453919.233076923
1242,6267928.005384616
1243,4960644.196153847
1244,5083434.898461538
1245,3815358.4984615385
1246,3590420.9476923076
1247,4545860.1161538465
1248,2106723.013076923
1249,5874424.88076923
1250,4378083.32923077
1251,4030306.2384615387
1252,3513216.093846154
1253,5559128.784615384
1254,4151300.396923077
1255,3973119.366153846
1256,5030137.439230769
1257,3585961.3423076924
1258,6267341.503846154
1259,4151000.0015384615
1260,4517638.982307692
1261,5167777.872307693
1262,6059329.279230769
1263,3221884.663076923
1264,4513969.372307693
1265,3683347.326153846
1266,3863320.6207692306
1267,6845507.108461538
1268,2483449.75
1269,3830935.113846154
1270,3550456.263846154
1271,4651394.1161538465
1272,4580679.678461539
1273,2284906.3507692306
1274,3123587.4992307695
1275,5116646.676923077
1276,3627010.7492307695
1277,3280493.835384615
1278,3855984.8684615386
1279,3549726.4715384617
1280,4030567.647692308
1281,4225686.897692308
1282,4246237.735384615
1283,2820473.11
1284,5192008.999230769
1285,5282937.323076923
1286,2103969.505384615
1287,4017348.986923077
1288,3683610.789230769
1289,3082588.3561538463
1290,3385926.59
1291,3599709.6976923076
1292,6167762.249230769
1293,6425566.601538462
1294,5818014.093076923
1295,4484864.919230769
1296,5173306.866923077
1297,4858036.8661538465
1298,4135626.883846154
1299,3504482.1415384617
1300,4563705.633076923
1301,3615990.113076923
1302,4886077.575384615
1303,5095085.429230769
1304,6938703.356923077
1305,5596385.398461538
1306,4693349.831538461
1307,5916571.512307692
1308,4980689.383076923
1309,3708007.0284615383
1310,5474789.470769231
1311,4827503.273846154
1312,3714896.596923077
1313,4739646.652307692
1314,4303977.452307693
1315,4497187.678461539
1316,4255311.005384616
1317,5238805.648461538
1318,5451047.995384616
1319,6009778.660769231
1320,5765334.783846154
1321,4448018.990769231
1322,5573454.011538462
1323,3652217.1753846155
1324,5349608.305384615
1325,3017803.67
1326,3668733.903076923
1327,4928722.5184615385
1328,3718415.829230769
1329,4645262.5169230765
1330,6568854.473076923
1331,3471263.4853846156
1332,4379188.113076923
1333,2970601.7915384616
1334,4416669.292307693
1335,3102625.6453846153
1336,2353367.343076923
1337,4866596.100769231
1338,2474756.8823076924
1339,3017131.2569230767
1340,3887770.0407692306
1341,5250370.560769231
1342,3459060.0684615383
1343,2010279.5753846155
